Sample	Type	AneuploidyScore(AS)	AS_del	AS_amp	Genome_doublings	Leuk	Purity	Stroma	Stroma_notLeukocyte
TCGA-66-2800-01	LUSC	24	11	13	1	0.051824447	0.52	0.48	0.428175553
TCGA-68-7755-01	LUSC	14	12	2	1	0.148943823	0.62	0.38	0.231056177
TCGA-68-7756-01	LUSC	8	6	2	0	0.331209764	0.49	0.51	0.178790236
TCGA-68-7757-01	LUSC	12	11	1	0	0.436258944	0.34	0.66	0.223741056
TCGA-68-8250-01	LUSC	19	12	7	1	0.282354557	0.44	0.56	0.277645443
TCGA-68-8251-01	LUSC	24	14	10	1	0.427343388	0.33	0.67	0.242656612
TCGA-68-A59I-01	LUSC	15	12	3	0	0.519591481	0.29	0.71	0.190408519
TCGA-68-A59J-01	LUSC	19	11	8	1	0.267991174	0.45	0.55	0.282008826
TCGA-6A-AB49-01	LUSC	17	9	8	1	0.116730121	0.69	0.31	0.193269879
TCGA-70-6722-01	LUSC	22	18	4	1	0.37773666	0.32	0.68	0.30226334
TCGA-70-6723-01	LUSC	13	10	3	1	0.05199274	0.86	0.14	0.08800726
TCGA-77-6842-01	LUSC	22	13	9	1	0.35254105	0.48	0.52	0.16745895
TCGA-77-6843-01	LUSC	8	5	3	0	0.229737485	0.74	0.26	0.030262515
TCGA-77-6844-01	LUSC	11	7	4	0	0.215542836	0.66	0.34	0.124457164
TCGA-77-6845-01	LUSC	16	5	11	1	0.065966237	0.78	0.22	0.154033763
TCGA-77-7139-01	LUSC	19	10	9	1	0.13805159	0.72	0.28	0.14194841
TCGA-77-7140-01	LUSC	16	13	3	1	0.083623295	0.78	0.22	0.136376705
TCGA-77-7141-01	LUSC	22	10	12	1	0.181564729	0.61	0.39	0.208435271
TCGA-77-7142-01	LUSC	20	17	3	1	0.143154002	0.39	0.61	0.466845998
TCGA-77-7335-01	LUSC	12	6	6	0	0.349853996	0.41	0.59	0.240146004
TCGA-77-7337-01	LUSC	14	9	5	0	0.297990223	0.52	0.48	0.182009777
TCGA-77-7338-01	LUSC	9	5	4	0	0.323767882	0.52	0.48	0.156232118
TCGA-77-7463-01	LUSC	26	18	8	2	0.286240408	0.41	0.59	0.303759592
TCGA-77-7465-01	LUSC	17	16	1	0	0.320533177	0.68	0.32	-0.000533177
TCGA-77-8007-01	LUSC	22	9	13	1	0.594925054	0.21	0.79	0.195074946
TCGA-77-8008-01	LUSC	14	8	6	0	0.410775396	0.27	0.73	0.319224604
TCGA-77-8009-01	LUSC	24	15	9	2	0.070174614	0.67	0.33	0.259825386
TCGA-77-8128-01	LUSC	16	7	9	1	0.112762317	0.64	0.36	0.247237683
TCGA-77-8130-01	LUSC	27	10	17	1	0.263714219	0.39	0.61	0.346285781
TCGA-77-8131-01	LUSC	10	10	0	0	0.574683544	0.23	0.77	0.195316456
TCGA-77-8133-01	LUSC	21	9	12	1	0.383993937	0.4	0.6	0.216006063
TCGA-77-8136-01	LUSC	14	14	0	0	0.504165688	0.34	0.66	0.155834312
TCGA-77-8138-01	LUSC	25	15	10	1	0.343348486	0.23	0.77	0.426651514
TCGA-77-8139-01	LUSC	25	21	4	1	0.362187671	0.3	0.7	0.337812329
TCGA-77-8140-01	LUSC	14	11	3	0	0.352467211	0.53	0.47	0.117532789
TCGA-77-8143-01	LUSC	20	9	11	1	0.168515765	0.66	0.34	0.171484235
TCGA-77-8144-01	LUSC	13	13	0	1	0.213689058	0.57	0.43	0.216310942
TCGA-77-8145-01	LUSC	13	6	7	0	0.25307609	0.41	0.59	0.33692391
TCGA-77-8148-01	LUSC	20	7	13	1	0.187717801	0.68	0.32	0.132282199
TCGA-77-8150-01	LUSC	21	14	7	1	0.218256143	0.56	0.44	0.221743857
TCGA-77-8153-01	LUSC	13	12	1	0	0.225419363	0.76	0.24	0.014580637
TCGA-77-8154-01	LUSC	11	8	3	0	0.19330988	0.68	0.32	0.12669012
TCGA-77-8156-01	LUSC	23	16	7	1	0.545362428	0.23	0.77	0.224637572
TCGA-77-A5FZ-01	LUSC	0	0	0	0	0.787122791	0.46	0.54	-0.247122791
TCGA-77-A5G1-01	LUSC	12	10	2	0	0.559337255	0.25	0.75	0.190662745
TCGA-77-A5G3-01	LUSC	17	15	2	1	0.171903671	0.65	0.35	0.178096329
TCGA-77-A5G6-01	LUSC	18	9	9	1	0.164279773	0.7	0.3	0.135720227
TCGA-77-A5G7-01	LUSC	13	9	4	0	0.398767851	0.58	0.42	0.021232149
TCGA-77-A5G8-01	LUSC	23	13	10	1	0.333482942	0.44	0.56	0.226517058
TCGA-77-A5GB-01	LUSC	9	9	0	0	0.500552016	0.28	0.72	0.219447984
TCGA-77-A5GF-01	LUSC	26	14	12	1	0.207604086	0.56	0.44	0.232395914
TCGA-77-A5GH-01	LUSC	15	11	4	0	0.441198514	0.46	0.54	0.098801486
TCGA-79-5596-01	LUSC	9	9	0	0	0.268325223	0.69	0.31	0.041674777
TCGA-85-6175-01	LUSC	23	21	2	1	0.304106024	0.3	0.7	0.395893976
TCGA-85-6560-01	LUSC	25	19	6	1	0.24709901	0.49	0.51	0.26290099
TCGA-85-6561-01	LUSC	12	10	2	0	0.452134582	0.4	0.6	0.147865418
TCGA-85-6798-01	LUSC	19	11	8	1	0.219460751	0.47	0.53	0.310539249
TCGA-85-7696-01	LUSC	9	6	3	0	0.156189746	0.76	0.24	0.083810254
TCGA-85-7697-01	LUSC	12	10	2	0	0.480713243	0.36	0.64	0.159286757
TCGA-85-7698-01	LUSC	8	8	0	0	0.246776594	0.63	0.37	0.123223406
TCGA-85-7699-01	LUSC	14	11	3	0	0.324914927	0.65	0.35	0.025085073
TCGA-85-7710-01	LUSC	8	6	2	0	0.191459023	0.73	0.27	0.078540977
TCGA-85-7843-01	LUSC	23	12	11	2	0.283647715	0.41	0.59	0.306352285
TCGA-85-7844-01	LUSC	20	16	4	1	0.33615633	0.33	0.67	0.33384367
TCGA-85-7950-01	LUSC	26	14	12	1	0.279536245	0.52	0.48	0.200463755
TCGA-85-8048-01	LUSC	9	8	1	0	0.559425173	0.18	0.82	0.260574827
TCGA-85-8049-01	LUSC	28	19	9	1	0.477192769	0.2	0.8	0.322807231
TCGA-85-8052-01	LUSC	22	9	13	1	0.330337208	0.37	0.63	0.299662792
TCGA-85-8070-01	LUSC	8	7	1	0	0.063930863	0.95	0.05	-0.013930863
TCGA-85-8071-01	LUSC	11	9	2	0	0.098441378	0.86	0.14	0.041558622
TCGA-85-8072-01	LUSC	19	14	5	1	0.245362732	0.42	0.58	0.334637268
TCGA-85-8276-01	LUSC	24	9	15	1	0.425825327	0.26	0.74	0.314174673
TCGA-85-8277-01	LUSC	18	12	6	1	0.208839008	0.56	0.44	0.231160992
TCGA-85-8287-01	LUSC	20	13	7	1	0.444807031	0.34	0.66	0.215192969
TCGA-85-8288-01	LUSC	12	10	2	0	0.268134178	0.61	0.39	0.121865822
TCGA-85-8350-01	LUSC	21	17	4	1	0.317276382	0.32	0.68	0.362723618
TCGA-85-8351-01	LUSC	15	10	5	1	0.259700648	0.49	0.51	0.250299352
TCGA-85-8352-01	LUSC	17	13	4	1	0.040472345	0.93	0.07	0.029527655
TCGA-85-8353-01	LUSC	14	13	1	0	0.397189173	0.41	0.59	0.192810827
TCGA-85-8354-01	LUSC	14	4	10	1	0.103883662	0.75	0.25	0.146116338
TCGA-85-8355-01	LUSC	9	8	1	0	0.600440339	0.23	0.77	0.169559661
TCGA-85-8479-01	LUSC	10	9	1	0	0.287685028	0.67	0.33	0.042314972
TCGA-85-8481-01	LUSC	13	10	3	0	0.432434317	0.29	0.71	0.277565683
TCGA-85-8580-01	LUSC	11	9	2	0	0.483764737	0.33	0.67	0.186235263
TCGA-85-8582-01	LUSC	25	21	4	1	0.461394644	0.21	0.79	0.328605356
TCGA-85-8584-01	LUSC	7	4	3	0	0.456569443	0.39	0.61	0.153430557
TCGA-85-8664-01	LUSC	25	12	13	1	0.200067654	0.65	0.35	0.149932346
TCGA-85-8666-01	LUSC	26	13	13	1	0.457082359	0.27	0.73	0.272917641
TCGA-85-A4CL-01	LUSC	10	8	2	0	0.303432584	0.65	0.35	0.046567416
TCGA-85-A4CN-01	LUSC	15	15	0	0	0.311060573	0.54	0.46	0.148939427
TCGA-85-A4JB-01	LUSC	22	16	6	1	0.415507939	0.33	0.67	0.254492061
TCGA-85-A4JC-01	LUSC	22	20	2	1	0.570218235	0.48	0.52	-0.050218235
TCGA-85-A4PA-01	LUSC	0	0	0	0	0.910951235	0.43	0.57	-0.340951235
TCGA-85-A4QQ-01	LUSC	12	8	4	0	0.257747375	0.56	0.44	0.182252625
TCGA-85-A4QR-01	LUSC	23	14	9	1	0.105701557	0.73	0.27	0.164298443
TCGA-85-A50M-01	LUSC	21	7	14	2	0.436559362	0.19	0.81	0.373440638
TCGA-85-A50Z-01	LUSC	8	8	0	0	0.53844392	0.36	0.64	0.10155608
TCGA-85-A510-01	LUSC	23	15	8	1	0.306960788	0.55	0.45	0.143039212
TCGA-85-A511-01	LUSC	19	10	9	1	0.428876246	0.25	0.75	0.321123754
TCGA-85-A512-01	LUSC	11	10	1	0	0.151887366	0.77	0.23	0.078112634
TCGA-85-A513-01	LUSC	4	2	2	0	0.468276889	0.24	0.76	0.291723111
TCGA-85-A53L-01	LUSC	14	12	2	0	0.476172525	0.43	0.57	0.093827475
TCGA-85-A5B5-01	LUSC	26	16	10	1	0.07160633	0.8	0.2	0.12839367
TCGA-90-7766-01	LUSC	12	10	2	0	0.376380599	0.59	0.41	0.033619401
TCGA-90-7767-01	LUSC	21	14	7	1	0.285415491	0.54	0.46	0.174584509
TCGA-90-7769-01	LUSC	17	14	3	1	0.164149919	0.73	0.27	0.105850081
TCGA-90-7964-01	LUSC	11	9	2	0	0.173375974	0.71	0.29	0.116624026
TCGA-90-A4ED-01	LUSC	17	3	14	2	0.226151604	0.38	0.62	0.393848396
TCGA-90-A4EE-01	LUSC	19	16	3	0	0.470952368	0.42	0.58	0.109047632
TCGA-90-A59Q-01	LUSC	26	9	17	1	0.489120859	0.28	0.72	0.230879141
TCGA-92-7340-01	LUSC	6	3	3	0	0.403747368	0.39	0.61	0.206252632
TCGA-92-7341-01	LUSC	23	15	8	1	0.216818453	0.51	0.49	0.273181547
TCGA-92-8063-01	LUSC	14	12	2	0	0.357616313	0.51	0.49	0.132383687
TCGA-92-8064-01	LUSC	23	11	12	1	0.449849083	0.31	0.69	0.240150917
TCGA-92-8065-01	LUSC	10	9	1	0	0.393946341	0.5	0.5	0.106053659
TCGA-94-7033-01	LUSC	7	5	2	0	0.358893104	0.44	0.56	0.201106896
TCGA-94-7557-01	LUSC	28	11	17	1	0.335559456	0.46	0.54	0.204440544
TCGA-94-7943-01	LUSC	26	11	15	1	0.198533589	0.58	0.42	0.221466411
TCGA-94-8035-01	LUSC	11	9	2	0	0.439792995	0.48	0.52	0.080207005
TCGA-94-8490-01	LUSC	8	6	2	0	0.126380707	0.79	0.21	0.083619293
TCGA-94-8491-01	LUSC	7	5	2	0	0.316412087	0.52	0.48	0.163587913
TCGA-94-A4VJ-01	LUSC	19	5	14	1	0.215094938	0.53	0.47	0.254905062
TCGA-94-A5I4-01	LUSC	25	14	11	1	0.188977451	0.59	0.41	0.221022549
TCGA-94-A5I6-01	LUSC	26	17	9	1	0.345683605	0.38	0.62	0.274316395
TCGA-96-7544-01	LUSC	12	10	2	0	0.320783143	0.58	0.42	0.099216857
TCGA-96-7545-01	LUSC	11	10	1	0	0.34784792	0.4	0.6	0.25215208
TCGA-96-8169-01	LUSC	14	10	4	0	0.360063607	0.42	0.58	0.219936393
TCGA-96-8170-01	LUSC	12	8	4	0	0.378223345	0.35	0.65	0.271776655
TCGA-96-A4JL-01	LUSC	7	4	3	0	0.401926237	0.38	0.62	0.218073763
TCGA-98-7454-01	LUSC	16	16	0	0	0.51370757	0.25	0.75	0.23629243
TCGA-98-8020-01	LUSC	20	9	11	1	0.272515085	0.46	0.54	0.267484915
TCGA-98-8021-01	LUSC	13	12	1	1	0.265662666	0.41	0.59	0.324337334
TCGA-98-8022-01	LUSC	20	9	11	1	0.223761283	0.42	0.58	0.356238717
TCGA-98-8023-01	LUSC	19	17	2	1	0.450679217	0.29	0.71	0.259320783
TCGA-98-A538-01	LUSC	22	17	5	1	0.34850436	0.45	0.55	0.20149564
TCGA-98-A539-01	LUSC	20	15	5	1	0.380079075	0.3	0.7	0.319920925
TCGA-98-A53A-01	LUSC	14	12	2	0	0.242025368	0.7	0.3	0.057974632
TCGA-98-A53B-01	LUSC	28	12	16	1	0.352352305	0.36	0.64	0.287647695
TCGA-98-A53C-01	LUSC	0	0	0	0	0.517757456	0.47	0.53	0.012242544
TCGA-98-A53D-01	LUSC	0	0	0	0	0.53645335	0.99	0.01	-0.52645335
TCGA-98-A53H-01	LUSC	0	0	0	0	0.551731254	0.43	0.57	0.018268746
TCGA-98-A53I-01	LUSC	11	7	4	0	0.364552529	0.52	0.48	0.115447471
TCGA-98-A53J-01	LUSC	28	12	16	1	0.354128988	0.4	0.6	0.245871012
TCGA-J1-A4AH-01	LUSC	23	9	14	1	0.368917897	0.33	0.67	0.301082103
TCGA-L3-A4E7-01	LUSC	9	8	1	0	0.452346232	0.46	0.54	0.087653768
TCGA-L3-A524-01	LUSC	22	10	12	1	0.178868663	0.59	0.41	0.231131337
TCGA-LA-A446-01	LUSC	16	7	9	1	0.281146264	0.41	0.59	0.308853736
TCGA-LA-A7SW-01	LUSC	9	1	8	1	0.370408498	0.48	0.52	0.149591502
TCGA-MF-A522-01	LUSC	30	14	16	2	0.166210991	0.64	0.36	0.193789009
TCGA-NC-A5HD-01	LUSC	22	18	4	1	0.252928342	0.61	0.39	0.137071658
TCGA-NC-A5HE-01	LUSC	12	11	1	0	0.523450733	0.32	0.68	0.156549267
TCGA-NC-A5HF-01	LUSC	12	8	4	0	0.09389469	0.75	0.25	0.15610531
TCGA-NC-A5HG-01	LUSC	19	16	3	1	0.137298267	0.75	0.25	0.112701733
TCGA-NC-A5HH-01	LUSC	8	1	7	1	0.183442656	0.77	0.23	0.046557344
TCGA-NC-A5HI-01	LUSC	12	10	2	0	0.359134325	0.6	0.4	0.040865675
TCGA-NC-A5HJ-01	LUSC	17	15	2	1	0.378467679	0.17	0.83	0.451532321
TCGA-NC-A5HK-01	LUSC	15	10	5	1	0.20799405	0.48	0.52	0.31200595
TCGA-NC-A5HL-01	LUSC	16	12	4	1	0.343185905	0.5	0.5	0.156814095
TCGA-NC-A5HM-01	LUSC	15	13	2	0	0.318914689	0.69	0.31	-0.008914689
TCGA-NC-A5HN-01	LUSC	14	8	6	1	0.097497352	0.82	0.18	0.082502648
TCGA-NC-A5HO-01	LUSC	13	13	0	0	0.329645204	0.63	0.37	0.040354796
TCGA-NC-A5HP-01	LUSC	18	14	4	1	0.104341027	0.53	0.47	0.365658973
TCGA-NC-A5HQ-01	LUSC	22	16	6	1	0.295435725	0.5	0.5	0.204564275
TCGA-NC-A5HR-01	LUSC	17	14	3	0	0.300829148	0.66	0.34	0.039170852
TCGA-NC-A5HT-01	LUSC	12	8	4	0	0.099028885	0.73	0.27	0.170971115
TCGA-NK-A5CR-01	LUSC	15	12	3	1	0.151084273	0.61	0.39	0.238915727
TCGA-NK-A5CT-01	LUSC	18	16	2	0	0.478377271	0.5	0.5	0.021622729
TCGA-NK-A5CX-01	LUSC	22	16	6	2	0.416438022	0.51	0.49	0.073561978
TCGA-NK-A7XE-01	LUSC	13	0	13	0	0.476348111	0.53	0.47	-0.006348111
TCGA-O2-A52N-01	LUSC	21	7	14	2	0.224931389	0.46	0.54	0.315068611
TCGA-O2-A52Q-01	LUSC	17	12	5	1	0.327926064	0.52	0.48	0.152073936
TCGA-O2-A52S-01	LUSC	14	12	2	0	0.206120596	0.75	0.25	0.043879404
TCGA-O2-A52V-01	LUSC	12	11	1	0	0.472810838	0.37	0.63	0.157189162
TCGA-O2-A52W-01	LUSC	28	14	14	1	0.355486586	0.36	0.64	0.284513414
TCGA-O2-A5IB-01	LUSC	9	5	4	0	0.043838276	0.93	0.07	0.026161724
TCGA-XC-AA0X-01	LUSC	19	14	5	1	0.478406287	0.21	0.79	0.311593713
TCGA-P7-A5NY-01	PCPG	2	1	1	0	0.063766529	0.8	0.2	0.136233471
TCGA-P7-A5NY-05	PCPG	19	14	5	1	0.148994883	0.58	0.42	0.271005117
TCGA-P8-A5KC-01	PCPG	0	0	0	0	0.160337829	0.33	0.67	0.509662171
TCGA-P8-A5KD-01	PCPG	9	5	4	0	0.128999324	0.78	0.22	0.091000676
TCGA-P8-A6RX-01	PCPG	6	4	2	0	0.107868203	0.72	0.28	0.172131797
TCGA-P8-A6RY-01	PCPG	3	3	0	0	0.045918038	0.91	0.09	0.044081962
TCGA-PR-A5PF-01	PCPG	8	8	0	0	0.073611551	0.87	0.13	0.056388449
TCGA-PR-A5PG-01	PCPG	5	3	2	0	0.076809147	0.84	0.16	0.083190853
TCGA-PR-A5PH-01	PCPG	2	2	0	0	0.062430676	0.72	0.28	0.217569324
TCGA-QR-A6GO-01	PCPG	6	5	1	0	0.112294761	0.77	0.23	0.117705239
TCGA-QR-A6GR-01	PCPG	2	2	0	0	0.124628312	0.7	0.3	0.175371688
TCGA-QR-A6GS-01	PCPG	2	2	0	0	0.108314504	0.78	0.22	0.111685496
TCGA-QR-A6GT-01	PCPG	6	5	1	0	0.170977847	0.59	0.41	0.239022153
TCGA-QR-A6GU-01	PCPG	5	5	0	1	0.060866471	0.68	0.32	0.259133529
TCGA-QR-A6GX-01	PCPG	20	3	17	1	0.061718361	0.67	0.33	0.268281639
TCGA-QR-A6GY-01	PCPG	5	4	1	0	0.050950028	0.83	0.17	0.119049972
TCGA-QR-A6GZ-01	PCPG	23	4	19	1	0.094638813	0.48	0.52	0.425361187
TCGA-QR-A6H0-01	PCPG	2	2	0	0	0.073912451	0.45	0.55	0.476087549
TCGA-QR-A6H1-01	PCPG	5	3	2	0	0.117146182	0.79	0.21	0.092853818
TCGA-QR-A6H2-01	PCPG	1	1	0	0	0.080694887	0.82	0.18	0.099305113
TCGA-QR-A6H3-01	PCPG	2	2	0	0	0.067611018	0.51	0.49	0.422388982
TCGA-QR-A6H5-01	PCPG	4	4	0	0	0.139650208	0.53	0.47	0.330349792
TCGA-QR-A6H6-01	PCPG	5	4	1	0	0.053519163	0.74	0.26	0.206480837
TCGA-QR-A700-01	PCPG	25	11	14	1	0.081204447	0.74	0.26	0.178795553
TCGA-QR-A702-01	PCPG	3	3	0	0	0.046803228	0.91	0.09	0.043196772
TCGA-QR-A706-01	PCPG	2	2	0	0	0.102585712	0.45	0.55	0.447414288
TCGA-QR-A70C-01	PCPG	0	0	0	0	0.087126399	0.5	0.5	0.412873601
TCGA-QR-A70D-01	PCPG	4	3	1	0	0.083139457	0.75	0.25	0.166860543
TCGA-QR-A70E-01	PCPG	3	3	0	0	0.048529454	0.85	0.15	0.101470546
TCGA-QR-A70G-01	PCPG	1	1	0	0	0.155767797	0.52	0.48	0.324232203
TCGA-QR-A70H-01	PCPG	5	5	0	0	0.082602576	0.84	0.16	0.077397424
TCGA-QR-A70I-01	PCPG	2	2	0	0	0.102191027	0.6	0.4	0.297808973
TCGA-QR-A70J-01	PCPG	6	6	0	0	0.211218267	0.42	0.58	0.368781733
TCGA-QR-A70K-01	PCPG	11	8	3	0	0.055620836	0.93	0.07	0.014379164
TCGA-QR-A70N-01	PCPG	27	7	20	1	0.109231735	0.51	0.49	0.380768265
TCGA-QR-A70P-01	PCPG	4	3	1	0	0.046743903	0.81	0.19	0.143256097
TCGA-QR-A70W-01	PCPG	5	4	1	0	0.053711417	0.91	0.09	0.036288583
TCGA-QR-A70X-01	PCPG	3	3	0	0	0.247203031	0.57	0.43	0.182796969
TCGA-QR-A7IN-01	PCPG	9	9	0	1	0.068837752	0.7	0.3	0.231162248
TCGA-QR-A7IP-01	PCPG	11	10	1	1	0.046892148	0.7	0.3	0.253107852
TCGA-QT-A5XJ-01	PCPG	3	3	0	0	0.047334967	0.91	0.09	0.042665033
TCGA-QT-A5XK-01	PCPG	6	6	0	0	0.16221663	0.71	0.29	0.12778337
TCGA-QT-A5XL-01	PCPG	1	1	0	1	0.130263074	0.41	0.59	0.459736926
TCGA-QT-A5XM-01	PCPG	4	3	1	0	0.245196018	0.56	0.44	0.194803982
TCGA-QT-A5XN-01	PCPG	6	5	1	0	0.044199232	0.92	0.08	0.035800768
TCGA-QT-A5XO-01	PCPG	2	2	0	0	0.074832892	0.79	0.21	0.135167108
TCGA-QT-A5XP-01	PCPG	4	2	2	0	0.227623924	0.63	0.37	0.142376076
TCGA-QT-A69Q-01	PCPG	18	15	3	1	0.105944537	0.76	0.24	0.134055463
TCGA-QT-A7U0-01	PCPG	4	2	2	0	0.192422766	0.7	0.3	0.107577234
TCGA-RM-A68T-01	PCPG	4	4	0	0	0.100335603	0.64	0.36	0.259664397
TCGA-RM-A68W-01	PCPG	5	1	4	0	0.108061199	0.61	0.39	0.281938801
TCGA-RT-A6Y9-01	PCPG	2	2	0	0	0.083847287	0.83	0.17	0.086152713
TCGA-RT-A6YA-01	PCPG	13	12	1	1	0.067953641	0.79	0.21	0.142046359
TCGA-RT-A6YC-01	PCPG	3	1	2	0	0.134268515	0.7	0.3	0.165731485
TCGA-RW-A67V-01	PCPG	1	1	0	0	0.042924616	0.94	0.06	0.017075384
TCGA-RW-A67W-01	PCPG	2	2	0	0	0.117356481	0.78	0.22	0.102643519
TCGA-RW-A67X-01	PCPG	9	9	0	1	0.306258112	0.32	0.68	0.373741888
TCGA-RW-A67Y-01	PCPG	5	5	0	0	0.027124967	0.95	0.05	0.022875033
TCGA-RW-A680-01	PCPG	4	3	1	0	0.077508611	0.71	0.29	0.212491389
TCGA-RW-A681-01	PCPG	21	3	18	1	0.028008409	0.98	0.02	-0.008008409
TCGA-RW-A684-01	PCPG	3	2	1	0	0.198819531	0.78	0.22	0.021180469
TCGA-RW-A685-01	PCPG	4	3	1	0	0.177788919	0.67	0.33	0.152211081
TCGA-RW-A686-01	PCPG	1	1	0	0	0.083450844	0.75	0.25	0.166549156
TCGA-RW-A686-06	PCPG	1	1	0	0	0.095626528	0.65	0.35	0.254373472
TCGA-RW-A688-01	PCPG	4	2	2	0	0.046903307	0.9	0.1	0.053096693
TCGA-RW-A689-01	PCPG	5	5	0	0	0.111324056	0.8	0.2	0.088675944
TCGA-RW-A68A-01	PCPG	8	8	0	0	0.067035336	0.84	0.16	0.092964664
TCGA-RW-A68B-01	PCPG	4	2	2	0	0.047223742	0.85	0.15	0.102776258
TCGA-RW-A68C-01	PCPG	5	5	0	0	0.109982876	0.54	0.46	0.350017124
TCGA-RW-A68D-01	PCPG	3	1	2	0	0.061337766	0.81	0.19	0.128662234
TCGA-RW-A68F-01	PCPG	5	3	2	0	0.057025992	0.93	0.07	0.012974008
TCGA-RW-A68G-01	PCPG	3	3	0	0	0.07106859	0.71	0.29	0.21893141
TCGA-RW-A7CZ-01	PCPG	4	4	0	1	0.075367402	0.41	0.59	0.514632598
TCGA-RW-A7D0-01	PCPG	3	3	0	0	0.243523263	0.65	0.35	0.106476737
TCGA-RW-A8AZ-01	PCPG	4	3	1	0	0.075883043	0.86	0.14	0.064116957
TCGA-RX-A8JQ-01	PCPG	3	1	2	0	0.097059752	0.75	0.25	0.152940248
TCGA-S7-A7WL-01	PCPG	8	4	4	1	0.09294086	0.82	0.18	0.08705914
TCGA-S7-A7WM-01	PCPG	4	4	0	1	0.115059618	0.65	0.35	0.234940382
TCGA-S7-A7WN-01	PCPG	4	2	2	0	0.163577742	0.73	0.27	0.106422258
TCGA-S7-A7WO-01	PCPG	0	0	0	0	0.155053823	0.5	0.5	0.344946177
TCGA-S7-A7WP-01	PCPG	6	5	1	0	0.124544362	0.6	0.4	0.275455638
TCGA-S7-A7WQ-01	PCPG	10	10	0	1	0.155341821	0.54	0.46	0.304658179
TCGA-S7-A7WR-01	PCPG	8	8	0	0	0.129196555	0.82	0.18	0.050803445
TCGA-S7-A7WT-01	PCPG	3	3	0	0	0.301340332	0.65	0.35	0.048659668
TCGA-S7-A7WU-01	PCPG	2	2	0	0	0.054073201	0.87	0.13	0.075926799
TCGA-S7-A7WV-01	PCPG	1	1	0	0	0.53985355	0.23	0.77	0.23014645
TCGA-S7-A7WW-01	PCPG	10	3	7	0	0.091351587	0.7	0.3	0.208648413
TCGA-S7-A7WX-01	PCPG	4	4	0	0	0.161207381	0.78	0.22	0.058792619
TCGA-S7-A7X0-01	PCPG	6	6	0	1	0.080473988	0.38	0.62	0.539526012
TCGA-S7-A7X1-01	PCPG	6	6	0	0	0.110169979	0.66	0.34	0.229830021
TCGA-S7-A7X2-01	PCPG	5	5	0	0	0.162367403	0.75	0.25	0.087632597
TCGA-SA-A6C2-01	PCPG	0	0	0	0	0.045208339	0.63	0.37	0.324791661
TCGA-SP-A6QC-01	PCPG	5	3	2	0	0.212704673	0.67	0.33	0.117295327
TCGA-SP-A6QD-01	PCPG	3	2	1	0	0.061451705	0.8	0.2	0.138548295
TCGA-SP-A6QF-01	PCPG	5	4	1	0	0.176530512	0.69	0.31	0.133469488
TCGA-SP-A6QG-01	PCPG	5	5	0	0	0.054972102	0.82	0.18	0.125027898
TCGA-SP-A6QI-01	PCPG	3	3	0	0	0.068744691	0.87	0.13	0.061255309
TCGA-SP-A6QJ-01	PCPG	3	3	0	0	0.111167314	0.79	0.21	0.098832686
TCGA-SP-A6QK-01	PCPG	4	4	0	1	0.098887187	0.48	0.52	0.421112813
TCGA-SQ-A6I4-01	PCPG	2	2	0	0	0.376021667	0.56	0.44	0.063978333
TCGA-SQ-A6I6-01	PCPG	6	6	0	0	0.06627662	0.86	0.14	0.07372338
TCGA-SR-A6MP-01	PCPG	6	6	0	0	0.120462354	0.77	0.23	0.109537646
TCGA-SR-A6MQ-01	PCPG	5	5	0	0	0.104154923	0.79	0.21	0.105845077
TCGA-SR-A6MS-01	PCPG	6	2	4	0	0.090042128	0.82	0.18	0.089957872
TCGA-SR-A6MT-01	PCPG	24	20	4	0	0.03779038	0.9	0.1	0.06220962
TCGA-SR-A6MU-01	PCPG	4	2	2	0	0.083287427	0.79	0.21	0.126712573
TCGA-SR-A6MV-01	PCPG	10	9	1	1	0.071590985	0.65	0.35	0.278409015
TCGA-SR-A6MX-01	PCPG	5	5	0	0	0.060172117	0.8	0.2	0.139827883
TCGA-SR-A6MX-05	PCPG	6	6	0	1	0.060655104	0.61	0.39	0.329344896
TCGA-SR-A6MX-06	PCPG	8	8	0	1	0.064977212	0.65	0.35	0.285022788
TCGA-SR-A6MY-01	PCPG	3	3	0	0	0.145534081	0.76	0.24	0.094465919
TCGA-SR-A6MZ-01	PCPG	7	1	6	0	0.214522147	0.56	0.44	0.225477853
TCGA-SR-A6N0-01	PCPG	11	2	9	0	0.089663207	0.51	0.49	0.400336793
TCGA-TT-A6YJ-01	PCPG	4	4	0	0	0.038280604	0.92	0.08	0.041719396
TCGA-TT-A6YK-01	PCPG	7	7	0	1	0.067924303	0.55	0.45	0.382075697
TCGA-TT-A6YN-01	PCPG	5	4	1	0	0.077685299	0.86	0.14	0.062314701
TCGA-TT-A6YO-01	PCPG	0	0	0	0	0.196752614	1	0	-0.196752614
TCGA-TT-A6YP-01	PCPG	6	6	0	0	0.113993251	0.54	0.46	0.346006749
TCGA-W2-A7H5-01	PCPG	25	11	14	1	0.061710826	0.78	0.22	0.158289174
TCGA-W2-A7H7-01	PCPG	7	7	0	0	0.102039671	0.71	0.29	0.187960329
TCGA-W2-A7HA-01	PCPG	5	5	0	0	0.13750909	0.76	0.24	0.10249091
TCGA-W2-A7HB-01	PCPG	6	6	0	1	0.056935445	0.34	0.66	0.603064555
